,tweet_text
5980,  that wld also have been incomplete  There d be no disruption if Govt agreed2 debate on  demonetization under 
5981, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
5982, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
5983, When the PMO acts like a PRO  demonetization
5984,going by the tweets about  s  feedback  request about  demonetization  one can expect  Should there be elections in 2019   too 
5985,  Demonetization Can t believe people openly supporting black money  PM Modi  Can t believe PM  allowed 80 
5986,When Bank cannot serve their customers then how come private non banking concern can serve  Demonetization
5987, ModiJi 47 dead tragically post over hyped  Demonetization drive Do u feel the pain of these families Then  apologize 
5988,   on 12th nov  i had a seizure a few yards away frm ATM    can i blame  Demonetization
5989,  Demonetization effect  Here comes another batch of Maoists   Keep on watching   More to come  NoMoneyYaar 
5990, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
5991, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
5992, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
5993,  Demonetization effect  As said earlier   Mass surrender of Naxals and Maoists are coming   More to come  NoMoneyYaar ht 
5994, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
5995, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
5996, Since  Demonetization was announced  i have been living like i used to when i was doing engineering  Haven t taken any not 
5997, Voices from the ground in UP   on  demonetization  Women complain  yet support move in Jaunpur  
5998, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
5999,  Demonetization effect  Here comes another batch of Maoists   Keep on watching   More to come  NoMoneyYaar 
6000, Even if you re 100  white money  amp  even if you re unaffected  this  demonetization move has given a lot of folks a reason to pa 
6001, I had to share this  ed  U 00A0  U 00BD  ed  U 00B8  U 0080  Just today had an animated debate with friends over economists  opinion on  demonetization 
6002, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
6003,  Demonetization effect  Here comes another batch of Maoists   Keep on watching   More to come  NoMoneyYaar 
6004, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
6005, Demonetization  DeMonetisation RaGa withdrew Rs4000 from ATM  amp  dead terrorists had Rs4000 requires      
6006, Continue with your rants against  demonetization  People of Bengal has answered you  LOL Salaam  
6007,  Toon Cheating hai ji   Modi  BJP  India  ModiFightsCorruption  demonetization  BlackMoney  noteban  NoteBandi  IndiaFightsCo 
6008, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
6009, Demonetization Can t believe people openly supporting black money  PM Modi  Can t believe PM  allowed 80 massacre in 13days 
6010, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
6011, Farmers in Surat protesting against  demonetization  as cash crunch has almost crippled rural economy in south Guj  
6012, Aim of  demonetization laudable  but Govt has no road map2create institutional architecture needed  says   htt 
6013, Happy People   cartoon  demonetization  cashchaos 
6014, One cartoon that explains everything that s happening in  DeMonetization  Missed Target  Bad Execution  Severe Collateral Dama 
6015,Even the periods of liberals is happening due to  demonetization
6016, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
6017, Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov 
6018,  Demonetization   Paan shop owner gets  fake  Rs 2 000 note in Ahmedabad  
6019,Modi s  DeMonetization was actually a strategy to bring whole of India on line  ATM Banks   DigitalIndia
6020, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
6021, We should have at least 30 minutes to 1 hour session on news channels for what a  CommonMan should do in this  demonetization 
6022, Politicians  reaction  If modi withdraws   demonetization scheme Today  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  
6023,  Demonetization effect  Here comes another batch of Maoists   Keep on watching   More to come  NoMoneyYaar 
6024, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
6025,  we elected u 4 taking bold decisions in national interest  Bigger cry against  demonetization means bigger lo 
6026, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6027, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6028, Since  Demonetization was announced  i have been living like i used to when i was doing engineering  Haven t taken any not 
6029, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6030, So  a story that tells you the flipside of the digital revolution  and  Demonetization are busy celebrating  My phone go 
6031, DeMonetisation  DeMonetization  Reality   RIP to the 70  people who died because of this step  
6032, Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov 
6033,  we elected u 4 takng bld decisions in national intrst  Biger cry against  demonetization mean biger loss of blk money
6034, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
6035,  Demonetization effect  Here comes another batch of Maoists   Keep on watching   More to come  NoMoneyYaar 
6036, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
6037,  DeMonetization is a big time gamble which may result in a major economic slowdown apart from its immediate disruptive 
6038,  Demonetization effect  As said earlier   Mass surrender of Naxals and Maoists are coming   More to come  NoMoneyYaar ht 
6039, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6040, Since  Demonetization was announced  i have been living like i used to when i was doing engineering  Haven t taken any not 
6041, Delhiites least affected by  demonetization  amp  long queues at ATMs  They are doing online transactions with free wi fi 
6042, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
6043,  demonetization  bulletin  Severe liquidity crisis continues  Dire shortage of 500  Reconfigured ATMs useless bcoz   2000 
6044, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
6045, So this  DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper 
6046, CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization 
6047,Stopping supply of condoms will stop prostitution    DeMonetization logic
6048, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
6049, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
6050,  IndiaFightsCorruption The honest feel vindicated by the historic move on  Demonetization    ji   BJP Parliamenta 
6051, BigBazar  MiniATM at all 260 stores across  India   demonetization 
6052, It has been a hot  wintersession till now in both the houses of  parliament over  demonetization debate   Will PM  Modi co 
6053, Do u support  demonetization    IndiraGandhi   assam   worldtoiletday   ConfusedModiSarkar  oppositionXposed   JioAtYo 
6054, So this  DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper 
6055,Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
6056, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6057,   thanks Hon PM  for the decision on  demonetization and  BlackMoney 
6058,  Demonetization  IndiaFightsCorruption Immense courage needed to take such a momentous decision    
6059, So this  DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper 
6060, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6061,3  This despite the colossal cluster fuck due to BJP s unplanned  Demonetization is something not even worth spitting on 
6062, Strange that while everyone from the PM down is touting  demonetization  and  digitization my own digital experience is going 
6063,It has been a hot  wintersession till now in both the houses of  parliament over  demonetization debate   Will PM  
6064,The classical example of Echo Chamber is this feedback which our honorable PM has asked for his  demonetization    
6065, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6066,BJP haa passed litmus test as it has performed well in Bypolls  therby watering down the dreams of  Khangress  amp   Aaptards  Demonetization
6067, More questions No answers   demonetization 
6068,  Demonetization effect  Here comes another batch of Maoists   Keep on watching   More to come  NoMoneyYaar 
6069, How  startups  amp   SMEs are impacted by  demonetization   survey LocalCircles rsardana sangwan sujata BabuBeg  
6070,  especially in the current situation of  demonetization
6071, India  demonetization  amp  markets  net foreign outflow  3B  stocks bonds  since Nov 8  Nifty  6   MSCI India 2017 EPS cut 
6072,  Demonetization effect  Here comes another batch of Maoists   Keep on watching   More to come  NoMoneyYaar 
6073, Is the  demonetization of  U 20B9 1000  amp   U 20B9 500 notes good for India       
6074,  Demonetization effect  Here comes another batch of Maoists   Keep on watching   More to come  NoMoneyYaar 
6075,It s not important to download PayTm for everything haha  you can transact specifically from the sites too   Demonetization  Gyaan
6076, DeMonetization effect  Govt extends parking fee waiver at airports till Nov 28th ed  U 00A0  U 00BD  ed  U 00B1  U 008D  ed  U 00A0  U 00BD  ed  U 00B1  U 008C  
6077,  Demonetization effect  As said earlier   Mass surrender of Naxals and Maoists are coming   More to come  NoMoneyYaar ht 
6078,  Demonetization effect  Here comes another batch of Maoists   Keep on watching   More to come  NoMoneyYaar 
6079,  Demonetization effect  As said earlier   Mass surrender of Naxals and Maoists are coming   More to come  NoMoneyYaar ht 
6080, Watch what  thinks about  demonetization    
6081,NRIs can get all your banking and  DeMonetization queries answered here    
6082, So  a story that tells you the flipside of the digital revolution  and  Demonetization are busy celebrating  My phone go 
6083, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6084,Reqst you waive off credit amp debit card transction chrges of 2        demonetization  BlackMoney  India
6085, Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov 
6086,  demonetization  CITIBANK Sets new limits of inefficiency  Handling only 15 customers per hour at the Nehru Pl  branch
6087, India  demonetization  amp  markets  net foreign outflow  3B  stocks bonds  since Nov 8  Nifty  6   MSCI India 2017 EPS cut 
6088,For  rubbish WhatsApp messages and claiming that Modi s  demonetization  move is being hailed by the entire world  
6089, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6090,   ne pics of ur party workers helping poor n ordinary pple standing in long qs    demonetization
6091, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6092, Strange that while everyone from the PM down is touting  demonetization  and  digitization my own digital experience is going 
6093, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6094, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6095, Toon Cheating hai ji   Modi  BJP  India  ModiFightsCorruption  demonetization  BlackMoney  noteban  NoteBandi  
6096,Strange that while everyone from the PM down is touting  demonetization  and  digitization my own digital experience is going off the rails 
6097, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6098,2dy my classmate gave me change of old 500 U 20B9  to 100 U 20B9  notes  Krare notes   ed  U 00A0  U 00BD  ed  U 00B8  U 0084  Wow  100khrch kr diye Aj se pkka dost wo  
6099, 500 Crore wedding of Janardhan Reddy  amp  11 Million views of  Kriti are the only two not affected by  demonetization  
6100, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6101, Key info graphics related to  demonetization so far  in one place  courtesy various sources   
6102,LonerTwiner   world will see  demonetization as big initiative  amp  Indians as change India was looking for long time  
6103,  Minor inconvenience  for  major convenience  of Vijay Mallya and friends   demonetization 
6104, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6105, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6106, Thousands of farmers took out a protest rally in Surat against  demonetization   U 0915  U 0939  U 0940  U 0902   U 092F  U 0947   U 092D  U 093E  U 0921  U 093C  U 0947   U 0915  U 0947   U 0924  U 094B   U 0928  U 0939  U 0940  U 0902    AcheDin 
6107, world will see  demonetization as big initiative  amp  Indians as change India was looking for long time  LionHeartPM
6108, One cartoon that explains everything that s happening in  DeMonetization  Missed Target  Bad Execution  Severe Collateral Dama 
6109, India will get windfall profit of whooping 4 Lakh crores in 30 days due to  demonetization Why people like AK Pappu  amp  Mamata 
6110,Airtel DTH has changed  every channel s number without enough prior notice    This is more painful than   demonetization  s side effects 
6111,Narendra Modi may get casted in  Rudaali Returns   Demonetization
6112, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6113, Toon  Cheating hai ji     Modi  BJP  India  ModiFightsCorruption  demonetization  BlackMoney  noteban   Link  
6114, Riding the  Demonetization wave to growth hacking at the  HQ  Hats off   amp  team  What 
6115, Very sad  people are getting beaten like cattle  We are told that it is all for the good of the country    demonetization
6116, India  demonetization  amp  markets  net foreign outflow  3B  stocks bonds  since Nov 8  Nifty  6   MSCI India 2017 EPS cut 
6117, Are the common people happy with  demonetization   Subscribe   amp  watch it on  OnPoint tomorrow  21N 
6118, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6119,   ed  U 00A0  U 00BD  ed  U 00B9  U 008F  I m with you    Demonetization was a good decision against Corruption  but why it was not planned and execut 
6120, Since  Demonetization was announced  i have been living like i used to when i was doing engineering  Haven t taken any not 
6121,Feeling the heat of  demonetization but can t resist from Dance Classes  no issue   We are here again to let you    
6122,  Demonetization  Paan shop owner gets  fake  Rs 2 000 note in Ahmedabad 
6123, India  demonetization  amp  markets  net foreign outflow  3B  stocks bonds  since Nov 8  Nifty  6   MSCI India 2017 EPS cut 
6124, This  Delhi Based  Startup  Is Offering Paid Manpower To Stand In ATM Queues   Demonetization  ATMWithCash ht 
6125,  MigrantWorkers under immense pressure  Effect of  Demonetization Not a single news of  BigCorporates in distress   
6126,   ed  U 00A0  U 00BD  ed  U 00B9  U 008F  I m with you    Demonetization was a good decision against Corruption  but why it was not planned and execut 
6127, India  demonetization  amp  markets  net foreign outflow  3B  stocks bonds  since Nov 8  Nifty  6   MSCI India 2017 EPS cut 
6128,  ed  U 00A0  U 00BD  ed  U 00B9  U 008F  I m with you    Demonetization was a good decision against Corruption  but why it was not planned and executed properly  
6129,India  demonetization  amp  markets  net foreign outflow  3B  stocks bonds  since Nov 8  Nifty  6   MSCI India 2017 EPS  
6130,One cartoon that explains everything that s happening in  DeMonetization  Missed Target  Bad Execution  Severe Coll  
6131, Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov 
6132, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6133, Demonetization of high value currency is just beginning of government s deep and continuous struggle against black money  PM Narendra Modi
6134, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6135, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6136, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6137, So this  DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper 
6138, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6139, Must Watch   Delhities Standing in Long Bank Que s Praising PM Modi s  Demonetization  amp  Cursing Thug  htt 
6140, So this  DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper 
6141,My 1st visit to ATM after  Demonetization No1 at the ICICI ATM in Bengalur It had 2K notes Difficulty paying with 2K note  
6142, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6143, A Housewife s view on  demonetization 
6144,PM Narendra Modi seeks public s view on  demonetization  asks them to take part in the survey on Narendra Modi    
6145, So this  DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper 
6146,  Sikh Community Starts free  Langar at  Mangalore Railway Station to serve travelers affected by  Demonetization  Respect 
6147, Even if you re 100  white money  amp  even if you re unaffected  this  demonetization move has given a lot of folks a reason to 
6148, Terrorists raided a bank to get new   U 20B9 2000 notes   gt  their old finances are indeed squeezed tight  Demonetization 
6149,Must read TL on  DeMonetization Blows  mediapimps     
6150, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6151, Indore s collector would like you to shut up about  demonetization  At  we think that is a problem  
6152, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6153, Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov 
6154,  Thanks 4 giving the moral heft to the narrative   Sorely missing in much of the debates on  demonetization
6155, Since  Demonetization was announced  i have been living like i used to when i was doing engineering  Haven t taken any not 
6156, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6157, Since  Demonetization was announced  i have been living like i used to when i was doing engineering  Haven t taken any not 
6158, My humble appeal to all to pl have patience and draw what they need from ATMs during this  Demonetization phase  My SandA 
6159, So this  DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper 
6160, PM Modi seeks public s view on  demonetization  asks them to take part in the survey on Narendra Modi app  
6161,  irony so called guru  is begging on street fr anti  Demonetization comments   whle  ArnabGoswami is enjoying reputation 
6162, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6163,Politically bankrupt parties making troubled water but things will be settled in favour of PM DRIVE WITHIN 30 days    demonetization
6164, Are the common people happy with  demonetization   Subscribe   amp  watch it on  OnPoint tomorrow  21N 
6165, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6166, Thoughtful analysis on  demonetization by    A must read article  
6167, Thoughtful analysis on  demonetization by    A must read article  
6168, Aim of  demonetization laudable  but Govt has no road map2create institutional architecture needed  says   htt 
6169, This is exactly how some people behaving on  demonetization   Since Modi Did it lets oppose it If Sonia Gandhi have done i 
6170, Even if you re 100  white money  amp  even if you re unaffected  this  demonetization move has given a lot of folks a reason to pa 
6171, India s Central Bank comes up with more rules on  Demonetization   Latest on how much cash you get for marriages   NoteBa 
6172, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6173, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6174, What do think of the  demonetisation of notes   demonetization poll  RBI  Modi
6175, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6176,From Man Ki Baat  to Jan Ki Baat on  demonetization  On  ManKiBaat PM   supports  JanKiBaat and asks f  
6177, Difficult to verify but if true points to orchestrated campaign to discredit  demonetization with paid fear mongers htt 
6178, So this  DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper 
6179, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6180, Politicians  reaction  If modi withdraws   demonetization scheme Today  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  
6181,  demonetization  bulletin  Severe liquidity crisis continues  Dire shortage of 500  Reconfigured ATMs useless bcoz   2000 
6182, Aim of  demonetization laudable  but Govt has no road map2create institutional architecture needed  says   htt 
6183, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6184,  even I thought that builders always dealt in black money  amp  rates will go down soon bcoz of  demonetization
6185, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6186, Even if you re 100  white money  amp  even if you re unaffected  this  demonetization move has given a lot of folks a reason to pa 
6187,  Demonetization  IndiaFightsCorruption Immense courage needed to take such a momentous decision    
6188, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6189, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6190, Politicians  reaction  If modi withdraws   demonetization scheme Today  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  
6191, Hon ble Minister Sir 4 Ur kind information only 39 days left of Demonetization bt aftershocks of  Demonetization Sunami may tkeYr
6192, So this  DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper 
6193, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6194, Entire Cyrus Mistry vs Ratan Tata saga is outshined by  Demonetization
6195, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6196, 12 n So when the dust settles this  demonetization will become part of life just like CNG  Mobiles and deMaterialized st 
6197, A World Economist is Rubbishing  Demonetization in India and mind it he doesn t have to score Brownie Points in Indian Politi 
6198, Since  Demonetization was announced  i have been living like i used to when i was doing engineering  Haven t taken any not 
6199, Even if you re 100  white money  amp  even if you re unaffected  this  demonetization move has given a lot of folks a reason to pa 
6200,What about 70 who died due to ur Mindless  Demonetization Shameless Pigs concerned abt BJP  
6201, ModiJi 47 dead tragically post over hyped  Demonetization drive Do u feel the pain of these families Then  apologize 
6202,Share ur view on  DeMonetization 
6203, How dare you question PM Modi and his policies on  Demonetization  You are  AntiNational  Go to Pakistan    BhaktLogic  Sarcasm
6204,  DeMonetization is a big time gamble which may result in a major economic slowdown apart from its immediate disruptive 
6205,  We don t know about rest of India but we Kashmiris are very happy with  Demonetization   
6206, Ramesh Nair  COO Business  amp  International Dir  JLL India speaks on  demonetization  amp   realestate to NDTV Profit    
6207, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6208, So this  DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper 
6209, Politicians  reaction  If modi withdraws   demonetization scheme Today  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  
6210,Forthcoming SRK film now to be called  Ek thha Raees    Demonetization
6211, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6212,Indian Opposition failed to understand  skills before attacking him on  demonetization  
6213, Since  Demonetization was announced  i have been living like i used to when i was doing engineering  Haven t taken any not 
6214, These  Kerala women are least bothered about  demonetization  Because they hardly ever see 500 and 1000 notes   1 12  
6215, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6216, basically market needed Rs 100 notes  Printing of Rs 100 notes could have been done before  Demonetization No babu anticipated
6217,Even if you re 100  white money  amp  even if you re unaffected  this  demonetization move has given a lot of folks a reason to pause  amp  think LT
6218,  IndiaFightsCorruption The honest feel vindicated by the historic move on  Demonetization    ji   BJP Parliamenta 
6219, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6220, Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov 
6221, Indore s collector would like you to shut up about  demonetization  At  we think that is a problem  
6222,The  biggest  question on  fb after  demonetization is where did  we first  meet  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  ed  U 00A0  U 00BD  ed  U 00B8  U 0082 
6223, India will get windfall profit of whooping 4 Lakh crores in 30 days due to  demonetization Why people like AK Pappu  amp  Mamata 
6224,Entire Cyrus Mistry vs Ratan Tata saga is outshined by  Demonetization
6225,He is so cute  But it s his daddy who needs to answer why people must suffer due to his poorly planned and executed  
6226, Politicians  reaction  If modi withdraws   demonetization scheme Today  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  
6227, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6228, Thanks To Modi  ed  U 00A0  U 00BD  ed  U 00B1  U 008F  ed  U 00A0  U 00BD  ed  U 00B9  U 008F  Due  Demonetization I could able to control my expenses and saved some amount of money from past 15 days   
6229, So this  DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper 
6230, A World Economist is Rubbishing  Demonetization in India and mind it he doesn t have to score Brownie Points in Indian Politi 
6231, Even if you re 100  white money  amp  even if you re unaffected  this  demonetization move has given a lot of folks a reason to pa 
6232, Politicians  reaction  If modi withdraws   demonetization scheme Today  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  
6233, Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov 
6234,Tune in to Prime time on   and see the beauty of planning before  demonetization   
6235, Even if you re 100  white money  amp  even if you re unaffected  this  demonetization move has given a lot of folks a reason to pa 
6236, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6237,  Demonetization  It s just the beginning  says PM Modi as BJP MPs endorse his crusade  Worst is yet to come  
6238,  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights
6239, Politicians  reaction  If modi withdraws   demonetization scheme Today  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  
6240,Only selling seeds on old notes  will that help   Farmers need fertilizers  pesticides and fodder for cattle   Demonetization
6241,  In fact ppl want   to go cashless in a big way  He  shd support   Demonetization 
6242, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6243,  We don t know about rest of India but we Kashmiris are very happy with  Demonetization   
